,user_name,user_location,user_description,user_verified,date,text,hashtags,source
509,Rockstar,,Hari Bhakt,False,2022-02-10 11:14:48+00:00,@ianuragthakur Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
510,जय श्री राम जय हिन्द,,"मेरे राम, आपके राम, हमारे राम और सबके राम
राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम राम",False,2022-02-10 11:14:34+00:00,"RT @Indian_Analyzer: Senior Journalist covering #UPElection -

""Most OBC's are voting for BJP while Jat Vote still seems indecisive. Despit…",['UPElection'],Twitter for Android
511,पवन पाण्डेय #प्रशासक_समिति,,जय श्रीराम🚩,False,2022-02-10 11:14:04+00:00,"RT @KreatelyMedia: #UPElection

Visuals from Saharanpur show which way the election is going in western UP https://t.co/RbnSGZKFBg",['UPElection'],Twitter for Android
512,Rockstar,,Hari Bhakt,False,2022-02-10 11:12:56+00:00,@RubikaLiyaquat Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
513,N K khaitan,"Guwahati, India","!!राष्ट्र सर्वोपरि!!राष्ट्रवादी!!नमो:भक्त!!PROUD INDIAN   Hate Anti-Nationals, Tweets In likes ❤️                  🚩जय श्रीराम🚩",False,2022-02-10 11:12:06+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
514,Rockstar,,Hari Bhakt,False,2022-02-10 11:11:35+00:00,@swati_gs No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,['Elections2022'],Twitter for Android
515,Achint Meena 🇮🇳,"Jaipur, India","Rajasthani, Proud Hindu.
Follow Back Ki Asha Meh Follow Mat Karna,
Nahi Karunga Follow Back !!!",False,2022-02-10 11:11:32+00:00,"RT @ashok_fernandes: Kindly utilise your right to vote. Do not stay back. Share the message, ReTweet.

खुद भी करें..दूसरों से भी वोट करवाएं…",,Twitter for Android
516,Rockstar,,Hari Bhakt,False,2022-02-10 11:10:37+00:00,@AdityaTrivedi_ Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
517,Anil Kumar,भारत,,False,2022-02-10 11:10:09+00:00,RT @rockstar198786: @htTweets Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #E…,,Twitter for Android
518,Anwar Sadath,"Kerala, India",Manchester City Supporter ⚽ | DulQuer Fan 🌟 | Petrol Head 🚗 | Marvel Holic 🦸‍♂️,False,2022-02-10 11:10:08+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
519,Rockstar,,Hari Bhakt,False,2022-02-10 11:09:49+00:00,@SushantBSinha Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
520,Rockstar,,Hari Bhakt,False,2022-02-10 11:09:38+00:00,@htTweets Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
521,Rockstar,,Hari Bhakt,False,2022-02-10 11:08:58+00:00,@PiyushGoyal @narendramodi Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
522,डॉ. मशहूर गुलाटी 🇮🇳 🏥,"लखनऊ, भारत","अपनी बातों से फिर आप का ईलाज करने आ गया हुँ, हँसते रहे, मुस्कुराते रहें, स्वस्थ रहें।

हमारी और कोई ब्रांच नहीं हैं, 


        Tweets in Like 💓",False,2022-02-10 11:08:09+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter Web App
523,𝓐 ꪜƖɛɛŋ ƙąųя,🤷‍♂️,𝕷𝖎𝖋𝖊𝖑𝖎𝖓𝖊❤𝓐Ǥ❤,False,2022-02-10 11:07:34+00:00,"RT @Priya___7: During the #FarmersProtest, the farmers were lathi-charged by the @BJP4India. So most of the lathi-charge has happened on ou…",['FarmersProtest'],Twitter for Android
524,Rockstar,,Hari Bhakt,False,2022-02-10 11:07:23+00:00,@DDNewsHindi @ECISVEEP Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
525,Rockstar,,Hari Bhakt,False,2022-02-10 11:06:43+00:00,@Republic_Bharat Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
526,Abdul Ghani/عبدل غنى,Mysore,"Mech Engineer, Indian.",False,2022-02-10 11:06:25+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
527,𝙹 𝙸 𝚃 𝙷 𝚄 🎓,"ഒറ്റപ്പാലം, പാലക്കാട്, Kerala","𝙰𝚝𝚑𝚎𝚒𝚜𝚝✨ 𝙲𝚘𝚖𝚛𝚊𝚍𝚎✨ 𝙱𝚎𝚒𝚗𝚐 𝙷𝚞𝚖𝚊𝚗 💞       
 #No_good_movie_is_too_long_and_no_bad_movie_is_short_enough..”",False,2022-02-10 11:05:51+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
528,Rockstar,,Hari Bhakt,False,2022-02-10 11:05:41+00:00,@htTweets Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
529,KDhrumil,"Amsterdam, The Netherlands",🇮🇳 Kattar Hindu,False,2022-02-10 11:05:23+00:00,"RT @Bharat_Meri_Jan: .#UPElections2022 #UPYogiHaiYogi #UPElection 
f u want to c our national flag flying with pride like this just go and…","['UPElections2022', 'UPYogiHaiYogi', 'UPElection']",Twitter for Android
530,finance,,,False,2022-02-10 11:04:47+00:00,"RT @Depshree: UP remember this picture before cast your vote.
There will be no State no Country if there will be no one to save our Dharma.…",,Twitter for iPhone
531,Anantkumar,"Pune, India","Social and animal activist, advocate of sustainable living, organic farming and urban cycling. Founder of Cycle for Pune. Co-founder at https://t.co/gsfXSNEzX6",False,2022-02-10 11:04:27+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
532,Kanchans,,,False,2022-02-10 11:03:56+00:00,"RT @Indian_Analyzer: Senior Journalist covering #UPElection -

""Most OBC's are voting for BJP while Jat Vote still seems indecisive. Despit…",['UPElection'],Twitter for Android
533,SarahDeo🇮🇳,,Live & let live,False,2022-02-10 11:03:38+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
534,abdulla naseeh,"Kerala, India","Extremist, Aesthetic voyager for whom Food is the soul & Football is the heart 
| Lawyer by profession & Currently in Delhi",False,2022-02-10 11:02:50+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
535,Ilfas Ahmed 🌋,"Kerala, India","#crypto love❤🚀
Chartered Accountant by profession👨‍🎓
#KPMG 💻 $WMT ❣🔥
#futureiscrypto 🔥🤩

🇮🇳 📍",False,2022-02-10 10:59:42+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
536,Shah Modi Savarkar,,kheral | Liberal | political Sarcasm |,False,2022-02-10 10:59:09+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
537,Rockstar,,Hari Bhakt,False,2022-02-10 10:58:01+00:00,@BJP4Manipur @BJP4India @narendramodi @JPNadda @byadavbjp @sambitswaraj @NBirenSingh @AShardaDevi Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
538,(◕ᴗ◕✿)❤बर्फी ❤(✿^‿^),,"♥️शिव ही पिता ♥️

                                                                      ❤सलामत रहे गुरूर सबका 🖤
हम तो यूँ भी मलंग ठहरे♥️

rt not endorsement",False,2022-02-10 10:56:05+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
539,Neelambaran A,"Nagercoil, India","Opinions/Tweets Personal | Journalist, @newsclickin | RT# Endorsements",False,2022-02-10 10:55:33+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
540,Jaspal,,Country comes first,False,2022-02-10 10:55:18+00:00,"RT @KreatelyMedia: #UPElection

Visuals from Saharanpur show which way the election is going in western UP https://t.co/RbnSGZKFBg",['UPElection'],Twitter for Android
541,Naughty Sarcasm Writings,,Quotes Forever💕,False,2022-02-10 10:55:08+00:00,"RT @Akku__Don: Remember UP!!!!
#UPElection 
#UpYoGi_संकल्प 
#YogiAdityanath 
#YogiWillBeBack https://t.co/8nx28Jkr2J","['UPElection', 'UpYoGi_संकल्प', 'YogiAdityanath', 'YogiWillBeBack']",Twitter for Android
542,കൂട്ടുകാരൻ ™,"Kozhikode, India",പുസ്തകം📚🤍  ഫുട്ബോൾ💛💙 രാഷ്ട്രീയം☭❤🤍,False,2022-02-10 10:54:58+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
543,Aswith s,"Kozhikode, India",,False,2022-02-10 10:54:27+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
544,Rockstar,,Hari Bhakt,False,2022-02-10 10:54:22+00:00,@PrashastiMedia Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
545,Ducky,Polar World,Parallel World,False,2022-02-10 10:53:51+00:00,"RT @Indian_Analyzer: Around 50% Voting in 1st Phase of #UPElection till 3PM

Three Hours are still left for Voting

*Follow .@Indian_Analyz…",['UPElection'],Twitter for Android
546,Rockstar,,Hari Bhakt,False,2022-02-10 10:53:35+00:00,@nhsp_org @myogiadityanath @m_paramhans Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
547,Nageshwar aap,"Chandrapur, India",,False,2022-02-10 10:53:18+00:00,"RT @vajinkya16: Uttar Pradesh first phase voting is today. 58 seats from western UP are in fray

Please vote in large numbers for developme…",,Twitter for Android
548,Rockstar,,Hari Bhakt,False,2022-02-10 10:52:50+00:00,@kaulsanjay @myogiadityanath @PankajSingh_in @PankajSinghBJP @narendramodi @NMAppVrtualMeet @BJP4India @myogioffice Jai jai Shree Ram No more Vote 2 Gadhas Our Vote will only go 2 Narayan kamal @INCIndia @BJP4India @BJP4UP #Elections2022 #UPElections #UPElections2022 #UPElections #UPElection #UPElection22 #HijabisOurRight #HijabBan #HijabNahiKitaabDo #HijabRow #HijabControversy,,Twitter for Android
549,Seema Gupta,Delhi,"Journalist, Executive Editor at @IndiaToday @aajtak , @IIMA Alumni Tweets and retweets are personal.",False,2022-02-10 10:51:51+00:00,I exercised my #vote #UPElection have U? https://t.co/VwzSjuimNq,"['vote', 'UPElection']",Twitter for iPhone
550,Джо Смит,,red cyber bee,False,2022-02-10 10:51:36+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
551,Umesh Dubey 🇮🇳,"Hyderabad, Gurugram, India","Intend to create Value for all-Clients/Partners/Associates. MD @TechEfficio | Digital Transformation, Mobility, Cloud, XR, IoT, AI & ML. Tweets: personal",False,2022-02-10 10:51:09+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter Web App
552,Ash Wyn,"Gurgaon, India",Stranded || Abandoned,False,2022-02-10 10:50:14+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
553,Living on the edge 🇮🇳,"Patna, India","तावद् भयस्य भेतव्यं यावद् भयम् अनागतम् ।
आगतं तु भयं वीक्ष्य नरः कुर्याद् यथोचितम् ॥",False,2022-02-10 10:48:45+00:00,"RT @Indian_Analyzer: A Senior Journalist covering #UPElection :

In 2017, There was 'Open Polarization' in Western UP while In 2022, There'…",['UPElection'],Twitter for Android
554,Patsy,India,My thoughts are mine alone...,False,2022-02-10 10:48:20+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for iPhone
555,Mangifera Indica,,common mango,False,2022-02-10 10:46:14+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
556,केशव राज रंजन(वत्स ),मगध ,देश की पूजा ही धर्म की पूजा है 🚩🚩 🇮🇳🇮🇳🙏🙏 🏏 playing cricket,False,2022-02-10 10:45:01+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
557,ലാലൻ⭐,Trivandrum Kerala,"#Music Lover🎼, #Movie Buff🎞️, #Communist🚩#Mammookka😍
SRK,Vijay,Rajini & Dada Fan🏏
#Malayali😎, Proud #Indian 🇮🇳,
(Syam Lal S S)",False,2022-02-10 10:43:47+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
558,NR Chari,"Uttar Pradesh, India",#22_में_Bycycle #2022_UP_CM_AKHILESH_YADAV @yadavakhilesh @yadavtejashwi @NikhilSiddhartha,False,2022-02-10 10:42:47+00:00,"RT @FakeerFake: #YogiWillBeBack 

BJP in #UPElection 

#भाजपा_जा_रही_है https://t.co/bX5O0g2Kri","['YogiWillBeBack', 'UPElection', 'भाजपा_जा_रही_है']",Twitter for Android
559,Arunce Leo,"Kochi, India","Video Creator , Video Editor
Think beyond ! 
Talks about #media, #video, #videoediting, #visualdesign, and #mediaproduction",False,2022-02-10 10:42:17+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
560,Anita Popat,"ahemdabad,india","Active, Honest and Stand with Truth No Matter What..",False,2022-02-10 10:41:15+00:00,"RT @Indian_Analyzer: A Senior Journalist covering #UPElection :

In 2017, There was 'Open Polarization' in Western UP while In 2022, There'…",['UPElection'],Twitter for Android
561,Premlal Kannur 🌹,Kannur / Bangalore ,Liberal Communist not Pseudo Socialist,False,2022-02-10 10:41:10+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
562,Vijaylaxmi,,,False,2022-02-10 10:40:52+00:00,"RT @spriyaofficial: This Election, Don't be absent.
Otherwise UP will run by ""Madam ka Chamcha""

Dear UP, Vote for BJP
People of UP, Vote f…",,Twitter Web App
563,Sharukh savej,India,"Official  Twitter Account (sharukh savej)
Legal Advisor (LL.B) journalist at https://t.co/Y4GHgQnphJ
Scholar ( MA -Sociology  and Psychology)",False,2022-02-10 10:40:33+00:00,"RT @ARajesh_SP: Dear UP nichod do santra #BoycottBJP
#बाइस_में_बाइसकिल 
#आ_रहे_हैं_अखिलेश
#खुशियों_की_सौगात_सपा_संकल्प_पत्र

#UPElections #…","['BoycottBJP', 'बाइस_में_बाइसकिल', 'आ_रहे_हैं_अखिलेश', 'खुशियों_की_सौगात_सपा_संकल्प_पत्र', 'UPElections']",Twitter Web App
564,Ｔｈｅ Ｐｏｌｉｔｉｃｉａｎ,Yet to Disclose ,"ꜱᴘᴇᴄɪᴀʟɪꜱᴛ, ᴇᴜ ᴄᴇʀᴛɪꜰɪᴇᴅ 𝙲𝙷𝙰𝚁𝚃𝙴𝚁𝙴𝙳 ᴇɴɢɪɴᴇᴇʀ, ꜰᴇʟʟᴏᴡ-ʟᴏɴᴅᴏɴ, ᴄᴇʀᴛɪꜰɪᴇᴅ ᴄᴏɴꜱᴜʟᴛᴀɴᴛ-ʟɪᴠᴇʀᴘᴏᴏʟ, 5 ᴍᴀꜱᴛᴇʀꜱ ʜᴏʟᴅᴇʀ, ꜰᴏʀᴇɪɢɴ ɢᴏᴠᴛ ᴇᴍᴘʟᴏʏᴇᴇ",False,2022-02-10 10:38:16+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
565,#StayHome,കേരളം,"news news news and trends

https://t.co/2ScZqTGWgG",False,2022-02-10 10:38:04+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Naattuvartha
566,Vijin raj,"Kerala, India","I am only responsible for what I say, not for what you understand. ✌️",False,2022-02-10 10:38:03+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
567,Sai Vamsi Rage,"Bengaluru, India",,False,2022-02-10 10:37:24+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
568,പ്രശാന്ത്‌ അത്തായിൽ,ഇവിടെ തന്നെ,Bio,False,2022-02-10 10:36:05+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for iPhone
569,justin,"Kochi,Kerala",Software Engineer (.Net MVC),False,2022-02-10 10:35:30+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
570,Radhey Meena,"dausa, Rajasthan ","जय बिरसा जय भीम 
यह  मेरे निजी व्यक्तिगत विचार है इसका मेरे पद प्रतिष्ठा से कोई संबंध नही है",False,2022-02-10 10:35:20+00:00,"RT @ARajesh_SP: Dear UP nichod do santra #BoycottBJP
#बाइस_में_बाइसकिल 
#आ_रहे_हैं_अखिलेश
#खुशियों_की_सौगात_सपा_संकल्प_पत्र

#UPElections #…","['BoycottBJP', 'बाइस_में_बाइसकिल', 'आ_रहे_हैं_अखिलेश', 'खुशियों_की_सौगात_सपा_संकल्प_पत्र', 'UPElections']",Twitter for Android
571,Brajwasi,"New York, USA",An alternate viewing point to popular beliefs,False,2022-02-10 10:34:12+00:00,"RT @tehseenp: As son of MoS Home Ajay Mishra Teni ji GETS BAIL, once again posting the video of how the Farmers were brutally murdered in a…",,Twitter for iPhone
572,🔱 ER गुरु त्रिपाठी (विपुल) ❤️ (राष्ट्रवादी)🚩,अमेठी UP/ मैसूर KA/हैदराबाद TS,"जाति देखने से पहले मेरा धर्म जरूर देख लेना...!
#हिन्दू_है_हम💪 जय श्रीराम 🚩 
🔱 प्रबल समर्थक @Raghuraj_bhadri❣️(राजा भैया जी) 💪 @msdhoni ❣️❣️
 🚫NO DM🚫",False,2022-02-10 10:33:58+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
573,🇮🇳 दीपक भारतीय हिंदू/ Dipak Indian Hindu 🇮🇳,India,"राष्ट्रहित सर्वोपरि, सनातनी हिंदू, गुरू देवाधिदेव श्री सिद्धनाथ महादेव, शक्ति देवी माँ दुर्गा भगवती, इष्ट देव श्री श्याम प्रभु, कुलदेवी श्री खेमीशक्ति दादी 🙏🏻",False,2022-02-10 10:33:00+00:00,"RT @Depshree: UP remember this picture before cast your vote.
There will be no State no Country if there will be no one to save our Dharma.…",,Twitter for iPhone
574,👣✎ PДCHЦ🎯🌷☭☭☭,Bhoomi...,"“A patriot must always be ready to defend his country against his government.”

≋H≋a≋s≋t≋a≋ ≋l≋a≋ ≋V≋i≋c≋t≋o≋r≋i≋a≋ ≋s≋i≋e≋m≋p≋r≋e≋",False,2022-02-10 10:32:47+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
575,Adharsh M P,,"l Atheist l INFJ l Leftist l Feminist l 
Unemployed Engineer
Consciously Mutated &
Still Evolving.....
മതങ്ങളും ജാതികളും ദൈവങ്ങളും തുലയട്ടെ",False,2022-02-10 10:32:46+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
576,Simplysafi 🖋️سمپلی صفی,Bangalore,"Photographer, Calligraphy artist, Cricket crazy, nocturnal workaholic, well the list goes on.",False,2022-02-10 10:32:32+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter Web App
577,Anugrah,,one day.,False,2022-02-10 10:32:17+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
578,Master VJN 🇵🇸,Kerala ,"Politics • Master • Future is Socialism.                 
Kashmiri lives Matter.",False,2022-02-10 10:31:52+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
579,VivGeo,India,Tweets and likes not endorsements,False,2022-02-10 10:31:34+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
580,𝓙𝓲𝓽𝓱𝓲𝓷 𝓙𝓸𝓼𝓮𝓹𝓱 𝓙𝓻𝓴,Kuwait ,"Physiotherapist, proud Keralite, Leftist ,and a movie buff....",False,2022-02-10 10:30:03+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
581,Suraj Sain,"Jaipur, India","🇮🇳 Nation First 🇮🇳 
Social Worker, @suryafnd
https://t.co/8iRhuPyciu",False,2022-02-10 10:29:51+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
582,BornPatriot,,,False,2022-02-10 10:29:49+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
583,Chetan Singh,,"Hey Lol..
IITian",False,2022-02-10 10:29:48+00:00,"RT @Indian_Analyzer: Senior Journalist covering #UPElection -

""Most OBC's are voting for BJP while Jat Vote still seems indecisive. Despit…",['UPElection'],Twitter for Android
584,Raman,GHAZIABAD,,False,2022-02-10 10:29:42+00:00,"RT @dna: Groom casts vote before his wedding, says ‘Pehle Matdaan, Uske Baad Bahu!

#UPElections2022 | #UttarPradeshElections | #UPElection…","['UPElections2022', 'UttarPradeshElections', 'UPElection']",Twitter Web App
585,MODIfied Ravinder,,"Student • Nationalist • Nation First, No Compromise 🇮🇳",False,2022-02-10 10:29:11+00:00,"RT @Indian_Analyzer: Around 50% Voting in 1st Phase of #UPElection till 3PM

Three Hours are still left for Voting

*Follow .@Indian_Analyz…",['UPElection'],Twitter for Android
586,Puneet Goel,हिन्दु राष्ट्र भारत,"माता रामो मत्पिता रामचन्द्रः
स्वामी रामो मत्सखा रामचन्द्रः।
सर्वस्वं मे रामचन्द्रो दयालुर्
नान्यं जाने नैव जाने न जाने ॥",False,2022-02-10 10:27:22+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter Web App
587,Menaja Herbal Corp,india,"Manufacturer, Exporter & Supplier of Natural herbal medicine, Natural Essential oils, Personal care products for skin , hair & Body and Raw herbs & Powders.",False,2022-02-10 10:27:15+00:00,"RT @KreatelyMedia: #UPElection

Visuals from Saharanpur show which way the election is going in western UP https://t.co/RbnSGZKFBg",['UPElection'],Twitter for Android
588,pooja anand,,"Proud Namo bhakt and a true Bjp supporter
Disclaimer::I am a proud Hindu Sanatani...RT's and Likes are not Endorsements..My views are personal",False,2022-02-10 10:26:51+00:00,"RT @Indian_Analyzer: Around 50% Voting in 1st Phase of #UPElection till 3PM

Three Hours are still left for Voting

*Follow .@Indian_Analyz…",['UPElection'],Twitter for Android
589,Tina Biju,,☆ addicted to life ☆,False,2022-02-10 10:26:03+00:00,"RT @pencilashan: Yogi says vote for BJP in UP, otherwise it would become like Kerala.

It looks less like a warning, and more like a good o…",,Twitter for Android
590,रोमल,बुंदेलखंड,वीर भोग्या वसुंधरा,False,2022-02-10 10:25:24+00:00,"RT @chandpc123: We should caste our vote not for selecting right candidate rather rejecting wrong candidate sometimes. Say no to  Nota,,,#U…",,Twitter for Android
591,vishal yadav,,Cadet,False,2022-02-10 10:24:54+00:00,"RT @FakeerFake: #YogiWillBeBack 

BJP in #UPElection 

#भाजपा_जा_रही_है https://t.co/bX5O0g2Kri","['YogiWillBeBack', 'UPElection', 'भाजपा_जा_रही_है']",Twitter for Android
